data,Distrito,Óbitos
2020-05-12,Castelo Branco,8
2020-05-13,Castelo Branco,5
2020-05-14,Castelo Branco,9
2020-05-15,Castelo Branco,9
2020-05-16,Castelo Branco,5
2020-05-17,Castelo Branco,11
2020-05-18,Castelo Branco,7
2020-05-19,Castelo Branco,11
2020-05-20,Castelo Branco,8
2020-05-21,Castelo Branco,11
2020-05-22,Castelo Branco,4
2020-05-23,Castelo Branco,8
2020-05-24,Castelo Branco,6
2020-05-25,Castelo Branco,13
2020-05-26,Castelo Branco,9
2020-05-27,Castelo Branco,6
2020-05-28,Castelo Branco,16
2020-05-29,Castelo Branco,14
2020-05-30,Castelo Branco,8
2020-05-31,Castelo Branco,13
2020-06-01,Castelo Branco,10
2020-06-02,Castelo Branco,10
2020-06-03,Castelo Branco,7
2020-06-04,Castelo Branco,6
2020-06-05,Castelo Branco,7
2020-06-06,Castelo Branco,9
2020-06-07,Castelo Branco,4
2020-06-08,Castelo Branco,5
2020-06-09,Castelo Branco,9
2020-06-10,Castelo Branco,7
2020-06-11,Castelo Branco,7
2020-06-12,Castelo Branco,7
2020-06-13,Castelo Branco,4
2020-06-14,Castelo Branco,9
2020-06-15,Castelo Branco,15
2020-06-16,Castelo Branco,5
2020-06-17,Castelo Branco,6
2020-06-18,Castelo Branco,1
2020-06-19,Castelo Branco,4
2020-06-20,Castelo Branco,4
2020-06-21,Castelo Branco,17
2020-06-22,Castelo Branco,10
2020-06-23,Castelo Branco,8
2020-06-24,Castelo Branco,9
2020-06-25,Castelo Branco,5
2020-06-26,Castelo Branco,12
2020-06-27,Castelo Branco,9
2020-06-28,Castelo Branco,8
2020-06-29,Castelo Branco,10
2020-06-30,Castelo Branco,5
2020-07-01,Castelo Branco,8
2020-07-02,Castelo Branco,6
2020-07-03,Castelo Branco,8
2020-07-04,Castelo Branco,8
2020-07-05,Castelo Branco,11
2020-07-06,Castelo Branco,13
2020-07-07,Castelo Branco,9
2020-07-08,Castelo Branco,8
2020-07-09,Castelo Branco,8
2020-07-10,Castelo Branco,5
2020-07-11,Castelo Branco,6
2020-07-12,Castelo Branco,9
2020-07-13,Castelo Branco,6
2020-07-14,Castelo Branco,8
2020-07-15,Castelo Branco,8
2020-07-16,Castelo Branco,11
2020-07-17,Castelo Branco,15
2020-07-18,Castelo Branco,9
2020-07-19,Castelo Branco,10
2020-07-20,Castelo Branco,6
2020-07-21,Castelo Branco,7
2020-07-22,Castelo Branco,6
2020-07-23,Castelo Branco,9
2020-07-24,Castelo Branco,5
2020-07-25,Castelo Branco,6
2020-07-26,Castelo Branco,8
2020-07-27,Castelo Branco,9
2020-07-28,Castelo Branco,4
2020-07-29,Castelo Branco,10
2020-07-30,Castelo Branco,4
2020-07-31,Castelo Branco,8
2020-01-01,Coimbra,24
2020-01-02,Coimbra,15
2020-01-03,Coimbra,15
2020-01-04,Coimbra,13
2020-01-05,Coimbra,21
2020-01-06,Coimbra,12
2020-01-07,Coimbra,15
2020-01-08,Coimbra,11
2020-01-09,Coimbra,26
2020-01-10,Coimbra,18
2020-01-11,Coimbra,25
2020-01-12,Coimbra,19
2020-01-13,Coimbra,20
2020-01-14,Coimbra,16
2020-01-15,Coimbra,24
2020-01-16,Coimbra,24
2020-01-17,Coimbra,17
2020-01-18,Coimbra,19
2020-01-19,Coimbra,15
2020-01-20,Coimbra,25
2020-01-21,Coimbra,14
2020-01-22,Coimbra,14
2020-01-23,Coimbra,17
2020-01-24,Coimbra,20
2020-01-25,Coimbra,22
2020-01-26,Coimbra,17
2020-01-27,Coimbra,21
2020-01-28,Coimbra,22
2020-01-29,Coimbra,17
2020-01-30,Coimbra,18
2020-01-31,Coimbra,20
2020-02-01,Coimbra,17
2020-02-02,Coimbra,14
2020-02-03,Coimbra,19
2020-02-04,Coimbra,20
2020-02-05,Coimbra,16
2020-02-06,Coimbra,13
2020-02-07,Coimbra,17
2020-02-08,Coimbra,11
2020-02-09,Coimbra,10
2020-02-10,Coimbra,12
2020-02-11,Coimbra,15
2020-02-12,Coimbra,21
2020-02-13,Coimbra,6
2020-02-14,Coimbra,9
2020-02-15,Coimbra,11
2020-02-16,Coimbra,18
2020-02-17,Coimbra,23
2020-02-18,Coimbra,16
2020-02-19,Coimbra,20
2020-02-20,Coimbra,11
2020-02-21,Coimbra,21
2020-02-22,Coimbra,15
2020-02-23,Coimbra,16
2020-02-24,Coimbra,16
2020-02-25,Coimbra,13
2020-02-26,Coimbra,15
2020-02-27,Coimbra,15
2020-02-28,Coimbra,13
2020-02-29,Coimbra,19
2020-03-01,Coimbra,19
2020-03-02,Coimbra,9
2020-03-03,Coimbra,15
2020-03-04,Coimbra,15
2020-03-05,Coimbra,9
2020-03-06,Coimbra,16
2020-03-07,Coimbra,13
2020-03-08,Coimbra,8
2020-03-09,Coimbra,15
2020-03-10,Coimbra,15
2020-03-11,Coimbra,10
2020-03-12,Coimbra,18
2020-03-13,Coimbra,17
2020-03-14,Coimbra,12
2020-03-15,Coimbra,19
2020-03-16,Coimbra,19
2020-03-17,Coimbra,24
2020-03-18,Coimbra,10
2020-03-19,Coimbra,20
2020-03-20,Coimbra,23
2020-03-21,Coimbra,17
2020-03-22,Coimbra,16
2020-03-23,Coimbra,15
2020-03-24,Coimbra,17
2020-03-25,Coimbra,13
2020-03-26,Coimbra,18
2020-03-27,Coimbra,13
2020-03-28,Coimbra,26
2020-03-29,Coimbra,22
2020-03-30,Coimbra,11
2020-03-31,Coimbra,12
2020-04-01,Coimbra,23
2020-04-02,Coimbra,18
2020-04-03,Coimbra,12
2020-04-04,Coimbra,21
2020-04-05,Coimbra,19
2020-04-06,Coimbra,9
2020-04-07,Coimbra,20
2020-04-08,Coimbra,21
2020-04-09,Coimbra,13
2020-04-10,Coimbra,9
2020-04-11,Coimbra,17
2020-04-12,Coimbra,16
2020-04-13,Coimbra,18
2020-04-14,Coimbra,12
2020-04-15,Coimbra,16
2020-04-16,Coimbra,17
2020-04-17,Coimbra,14
2020-04-18,Coimbra,18
2020-04-19,Coimbra,11
2020-04-20,Coimbra,14
2020-04-21,Coimbra,16
2020-04-22,Coimbra,16
2020-04-23,Coimbra,15
2020-04-24,Coimbra,21
2020-04-25,Coimbra,17
2020-04-26,Coimbra,20
2020-04-27,Coimbra,14
2020-04-28,Coimbra,20
2020-04-29,Coimbra,12
2020-04-30,Coimbra,18
2020-05-01,Coimbra,15
2020-05-02,Coimbra,16
2020-05-03,Coimbra,14
2020-05-04,Coimbra,20
2020-05-05,Coimbra,20
2020-05-06,Coimbra,21
2020-05-07,Coimbra,15
2020-05-08,Coimbra,11
2020-05-09,Coimbra,10
2020-05-10,Coimbra,14
2020-05-11,Coimbra,20
2020-05-12,Coimbra,17
2020-05-13,Coimbra,23
2020-05-14,Coimbra,14
2020-05-15,Coimbra,9
2020-05-16,Coimbra,12
2020-05-17,Coimbra,17
2020-05-18,Coimbra,17
2020-05-19,Coimbra,11
2020-05-20,Coimbra,18
2020-05-21,Coimbra,14
2020-05-22,Coimbra,11
2020-05-23,Coimbra,14
2020-05-24,Coimbra,11
2020-05-25,Coimbra,14
2020-05-26,Coimbra,13
2020-05-27,Coimbra,16
2020-05-28,Coimbra,14
2020-05-29,Coimbra,26
2020-05-30,Coimbra,22
2020-05-31,Coimbra,22
2020-06-01,Coimbra,13
2020-06-02,Coimbra,11
2020-06-03,Coimbra,16
2020-06-04,Coimbra,7
2020-06-05,Coimbra,10
2020-06-06,Coimbra,10
2020-06-07,Coimbra,12
2020-06-08,Coimbra,17
2020-06-09,Coimbra,17
2020-06-10,Coimbra,9
2020-06-11,Coimbra,15
2020-06-12,Coimbra,15
2020-06-13,Coimbra,11
2020-06-14,Coimbra,14
2020-06-15,Coimbra,10
2020-06-16,Coimbra,9
2020-06-17,Coimbra,14
2020-06-18,Coimbra,11
2020-06-19,Coimbra,17
2020-06-20,Coimbra,15
2020-06-21,Coimbra,11
2020-06-22,Coimbra,17
2020-06-23,Coimbra,13
2020-06-24,Coimbra,12
2020-06-25,Coimbra,13
2020-06-26,Coimbra,5
2020-06-27,Coimbra,13
2020-06-28,Coimbra,11
2020-06-29,Coimbra,15
2020-06-30,Coimbra,15
2020-07-01,Coimbra,9
2020-07-02,Coimbra,19
2020-07-03,Coimbra,13
2020-07-04,Coimbra,10
2020-07-05,Coimbra,12
2020-07-06,Coimbra,10
2020-07-07,Coimbra,17
2020-07-08,Coimbra,9
2020-07-09,Coimbra,20
2020-07-10,Coimbra,13
2020-07-11,Coimbra,16
2020-07-12,Coimbra,15
2020-07-13,Coimbra,10
2020-07-14,Coimbra,23
2020-07-15,Coimbra,19
2020-07-16,Coimbra,30
2020-07-17,Coimbra,17
2020-07-18,Coimbra,26
2020-07-19,Coimbra,19
2020-07-20,Coimbra,20
2020-07-21,Coimbra,23
2020-07-22,Coimbra,20
2020-07-23,Coimbra,10
2020-07-24,Coimbra,18
2020-07-25,Coimbra,13
2020-07-26,Coimbra,14
2020-07-27,Coimbra,13
2020-07-28,Coimbra,12
2020-07-29,Coimbra,15
2020-07-30,Coimbra,10
2020-07-31,Coimbra,17
2020-01-01,Desconhecido,3
2020-01-02,Desconhecido,1
2020-01-03,Desconhecido,0
2020-01-04,Desconhecido,1
2020-01-05,Desconhecido,0
2020-01-06,Desconhecido,1
2020-01-07,Desconhecido,0
2020-01-08,Desconhecido,0
2020-01-09,Desconhecido,0
2020-01-10,Desconhecido,4
2020-01-11,Desconhecido,0
2020-01-12,Desconhecido,2
2020-01-13,Desconhecido,0
2020-01-14,Desconhecido,1
2020-01-15,Desconhecido,1
2020-01-16,Desconhecido,2
2020-01-17,Desconhecido,2
2020-01-18,Desconhecido,3
2020-01-19,Desconhecido,0
2020-01-20,Desconhecido,0
2020-01-21,Desconhecido,0
2020-01-22,Desconhecido,0
2020-01-23,Desconhecido,0
2020-01-24,Desconhecido,1
2020-01-25,Desconhecido,0
2020-01-26,Desconhecido,0
2020-01-27,Desconhecido,0
2020-01-28,Desconhecido,1
2020-01-29,Desconhecido,0
2020-01-30,Desconhecido,0
2020-01-31,Desconhecido,0
2020-02-01,Desconhecido,2
2020-02-02,Desconhecido,0
2020-02-03,Desconhecido,1
2020-02-04,Desconhecido,0
2020-02-05,Desconhecido,1
2020-02-06,Desconhecido,0
2020-02-07,Desconhecido,0
2020-02-08,Desconhecido,3
2020-02-09,Desconhecido,0
2020-02-10,Desconhecido,1
2020-02-11,Desconhecido,0
2020-02-12,Desconhecido,0
2020-02-13,Desconhecido,0
2020-02-14,Desconhecido,0
2020-02-15,Desconhecido,0
2020-02-16,Desconhecido,1
2020-02-17,Desconhecido,1
2020-02-18,Desconhecido,0
2020-02-19,Desconhecido,2
2020-02-20,Desconhecido,1
2020-02-21,Desconhecido,0
2020-02-22,Desconhecido,0
2020-02-23,Desconhecido,0
2020-02-24,Desconhecido,0
2020-02-25,Desconhecido,0
2020-02-26,Desconhecido,2
2020-02-27,Desconhecido,1
2020-02-28,Desconhecido,0
2020-02-29,Desconhecido,0
2020-03-01,Desconhecido,0
2020-03-02,Desconhecido,0
2020-03-03,Desconhecido,1
2020-03-04,Desconhecido,1
2020-03-05,Desconhecido,1
2020-03-06,Desconhecido,0
2020-03-07,Desconhecido,0
2020-03-08,Desconhecido,0
2020-03-09,Desconhecido,1
2020-03-10,Desconhecido,1
2020-03-11,Desconhecido,1
2020-03-12,Desconhecido,1
2020-03-13,Desconhecido,0
2020-03-14,Desconhecido,0
2020-03-15,Desconhecido,0
2020-03-16,Desconhecido,0
2020-03-17,Desconhecido,0
2020-03-18,Desconhecido,0
2020-03-19,Desconhecido,1
2020-03-20,Desconhecido,0
2020-03-21,Desconhecido,1
2020-03-22,Desconhecido,1
2020-03-23,Desconhecido,2
2020-03-24,Desconhecido,0
2020-03-25,Desconhecido,1
2020-03-26,Desconhecido,0
2020-03-27,Desconhecido,0
2020-03-28,Desconhecido,0
2020-03-29,Desconhecido,0
2020-03-30,Desconhecido,1
2020-03-31,Desconhecido,1
2020-04-01,Desconhecido,0
2020-04-02,Desconhecido,1
2020-04-03,Desconhecido,0
2020-04-04,Desconhecido,0
2020-04-05,Desconhecido,0
2020-04-06,Desconhecido,0
2020-04-07,Desconhecido,0
2020-04-08,Desconhecido,2
2020-04-09,Desconhecido,0
2020-04-10,Desconhecido,0
2020-04-11,Desconhecido,0
2020-04-12,Desconhecido,0
2020-04-13,Desconhecido,0
2020-04-14,Desconhecido,0
2020-04-15,Desconhecido,1
2020-04-16,Desconhecido,0
2020-04-17,Desconhecido,0
2020-04-18,Desconhecido,0
2020-04-19,Desconhecido,0
2020-04-20,Desconhecido,1
2020-04-21,Desconhecido,0
2020-04-22,Desconhecido,0
2020-04-23,Desconhecido,2
2020-04-24,Desconhecido,1
2020-04-25,Desconhecido,1
2020-04-26,Desconhecido,0
2020-04-27,Desconhecido,1
2020-04-28,Desconhecido,0
2020-04-29,Desconhecido,1
2020-04-30,Desconhecido,0
2020-05-01,Desconhecido,0
2020-05-02,Desconhecido,0
2020-05-03,Desconhecido,0
2020-05-04,Desconhecido,1
2020-05-05,Desconhecido,2
2020-05-06,Desconhecido,1
2020-05-07,Desconhecido,0
2020-05-08,Desconhecido,0
2020-05-09,Desconhecido,0
2020-05-10,Desconhecido,1
2020-05-11,Desconhecido,0
2020-05-12,Desconhecido,0
2020-05-13,Desconhecido,0
2020-05-14,Desconhecido,0
2020-05-15,Desconhecido,0
2020-05-16,Desconhecido,0
2020-05-17,Desconhecido,0
2020-05-18,Desconhecido,2
2020-05-19,Desconhecido,0
2020-05-20,Desconhecido,0
2020-05-21,Desconhecido,1
2020-05-22,Desconhecido,1
2020-05-23,Desconhecido,1
2020-05-24,Desconhecido,0
2020-05-25,Desconhecido,0
2020-05-26,Desconhecido,1
2020-05-27,Desconhecido,1
2020-05-28,Desconhecido,1
2020-05-29,Desconhecido,0
2020-05-30,Desconhecido,0
2020-05-31,Desconhecido,0
2020-06-01,Desconhecido,0
2020-06-02,Desconhecido,1
2020-06-03,Desconhecido,0
2020-06-04,Desconhecido,0
2020-06-05,Desconhecido,0
2020-06-06,Desconhecido,0
2020-06-07,Desconhecido,1
2020-06-08,Desconhecido,0
2020-06-09,Desconhecido,0
2020-06-10,Desconhecido,1
2020-06-11,Desconhecido,1
2020-06-12,Desconhecido,1
2020-06-13,Desconhecido,0
2020-06-14,Desconhecido,1
2020-06-15,Desconhecido,1
2020-06-16,Desconhecido,0
2020-06-17,Desconhecido,0
2020-06-18,Desconhecido,0
2020-06-19,Desconhecido,0
2020-06-20,Desconhecido,0
2020-06-21,Desconhecido,0
2020-06-22,Desconhecido,1
2020-06-23,Desconhecido,0
2020-06-24,Desconhecido,1
2020-06-25,Desconhecido,3
2020-06-26,Desconhecido,0
2020-06-27,Desconhecido,0
2020-06-28,Desconhecido,0
2020-06-29,Desconhecido,1
2020-06-30,Desconhecido,0
2020-07-01,Desconhecido,0
2020-07-02,Desconhecido,1
2020-07-03,Desconhecido,0
2020-07-04,Desconhecido,0
2020-07-05,Desconhecido,0
2020-07-06,Desconhecido,0
2020-07-07,Desconhecido,0
2020-07-08,Desconhecido,0
2020-07-09,Desconhecido,0
2020-07-10,Desconhecido,0
2020-07-11,Desconhecido,0
2020-07-12,Desconhecido,0
2020-07-13,Desconhecido,0
2020-07-14,Desconhecido,1
2020-07-15,Desconhecido,0
2020-07-16,Desconhecido,0
2020-07-17,Desconhecido,0
2020-07-18,Desconhecido,0
2020-07-19,Desconhecido,1
2020-07-20,Desconhecido,2
2020-07-21,Desconhecido,0
2020-07-22,Desconhecido,1
2020-07-23,Desconhecido,2
2020-07-24,Desconhecido,1
2020-07-25,Desconhecido,1
2020-07-26,Desconhecido,1
2020-07-27,Desconhecido,0
2020-07-28,Desconhecido,0
2020-07-29,Desconhecido,2
2020-07-30,Desconhecido,1
2020-07-31,Desconhecido,2
2020-01-01,Estrangeiro,1
2020-01-02,Estrangeiro,2
2020-01-03,Estrangeiro,0
2020-01-04,Estrangeiro,3
2020-01-05,Estrangeiro,1
2020-01-06,Estrangeiro,0
2020-01-07,Estrangeiro,0
2020-01-08,Estrangeiro,0
2020-01-09,Estrangeiro,4
2020-01-10,Estrangeiro,0
2020-01-11,Estrangeiro,2
2020-01-12,Estrangeiro,1
2020-01-13,Estrangeiro,1
2020-01-14,Estrangeiro,2
2020-01-15,Estrangeiro,3
2020-01-16,Estrangeiro,0
2020-01-17,Estrangeiro,2
2020-01-18,Estrangeiro,2
2020-01-19,Estrangeiro,1
2020-01-20,Estrangeiro,2
2020-01-21,Estrangeiro,1
2020-01-22,Estrangeiro,0
2020-01-23,Estrangeiro,1
2020-01-24,Estrangeiro,1
2020-01-25,Estrangeiro,3
2020-01-26,Estrangeiro,1
2020-01-27,Estrangeiro,3
2020-01-28,Estrangeiro,2
2020-01-29,Estrangeiro,1
2020-01-30,Estrangeiro,0
2020-01-31,Estrangeiro,1
2020-02-01,Estrangeiro,1
2020-02-02,Estrangeiro,2
2020-02-03,Estrangeiro,0
2020-02-04,Estrangeiro,1
2020-02-05,Estrangeiro,2
2020-02-06,Estrangeiro,2
2020-02-07,Estrangeiro,2
2020-02-08,Estrangeiro,0
2020-02-09,Estrangeiro,2
2020-02-10,Estrangeiro,0
2020-02-11,Estrangeiro,1
2020-02-12,Estrangeiro,2
2020-02-13,Estrangeiro,2
2020-02-14,Estrangeiro,3
2020-02-15,Estrangeiro,3
2020-02-16,Estrangeiro,0
2020-02-17,Estrangeiro,0
2020-02-18,Estrangeiro,0
2020-02-19,Estrangeiro,2
2020-02-20,Estrangeiro,0
2020-02-21,Estrangeiro,0
2020-02-22,Estrangeiro,1
2020-02-23,Estrangeiro,0
2020-02-24,Estrangeiro,2
2020-02-25,Estrangeiro,1
2020-02-26,Estrangeiro,1
2020-02-27,Estrangeiro,2
2020-02-28,Estrangeiro,1
2020-02-29,Estrangeiro,0
2020-03-01,Estrangeiro,2
2020-03-02,Estrangeiro,1
2020-03-03,Estrangeiro,1
2020-03-04,Estrangeiro,0
2020-03-05,Estrangeiro,0
2020-03-06,Estrangeiro,0
2020-03-07,Estrangeiro,1
2020-03-08,Estrangeiro,0
2020-03-09,Estrangeiro,4
2020-03-10,Estrangeiro,3
2020-03-11,Estrangeiro,1
2020-03-12,Estrangeiro,1
2020-03-13,Estrangeiro,2
2020-03-14,Estrangeiro,2
2020-03-15,Estrangeiro,1
2020-03-16,Estrangeiro,4
2020-03-17,Estrangeiro,0
2020-03-18,Estrangeiro,1
2020-03-19,Estrangeiro,1
2020-03-20,Estrangeiro,1
2020-03-21,Estrangeiro,0
2020-03-22,Estrangeiro,1
2020-03-23,Estrangeiro,0
2020-03-24,Estrangeiro,2
2020-03-25,Estrangeiro,1
2020-03-26,Estrangeiro,0
2020-03-27,Estrangeiro,0
2020-03-28,Estrangeiro,2
2020-03-29,Estrangeiro,0
2020-03-30,Estrangeiro,0
2020-03-31,Estrangeiro,0
2020-04-01,Estrangeiro,0
2020-04-02,Estrangeiro,2
2020-04-03,Estrangeiro,1
2020-04-04,Estrangeiro,0
2020-04-05,Estrangeiro,0
2020-04-06,Estrangeiro,2
2020-04-07,Estrangeiro,0
2020-04-08,Estrangeiro,1
2020-04-09,Estrangeiro,0
2020-04-10,Estrangeiro,1
2020-04-11,Estrangeiro,1
2020-04-12,Estrangeiro,0
2020-04-13,Estrangeiro,2
2020-04-14,Estrangeiro,2
2020-04-15,Estrangeiro,1
2020-04-16,Estrangeiro,1
2020-04-17,Estrangeiro,1
2020-04-18,Estrangeiro,0
2020-04-19,Estrangeiro,0
2020-04-20,Estrangeiro,0
2020-04-21,Estrangeiro,0
2020-04-22,Estrangeiro,1
2020-04-23,Estrangeiro,0
2020-04-24,Estrangeiro,1
2020-04-25,Estrangeiro,0
2020-04-26,Estrangeiro,1
2020-04-27,Estrangeiro,1
2020-04-28,Estrangeiro,0
2020-04-29,Estrangeiro,0
2020-04-30,Estrangeiro,0
2020-05-01,Estrangeiro,1
2020-05-02,Estrangeiro,0
2020-05-03,Estrangeiro,0
2020-05-04,Estrangeiro,1
2020-05-05,Estrangeiro,0
2020-05-06,Estrangeiro,0
2020-05-07,Estrangeiro,1
2020-05-08,Estrangeiro,1
2020-05-09,Estrangeiro,0
2020-05-10,Estrangeiro,1
2020-05-11,Estrangeiro,1
2020-05-12,Estrangeiro,0
2020-05-13,Estrangeiro,0
2020-05-14,Estrangeiro,1
2020-05-15,Estrangeiro,0
2020-05-16,Estrangeiro,0
2020-05-17,Estrangeiro,1
2020-05-18,Estrangeiro,0
2020-05-19,Estrangeiro,0
2020-05-20,Estrangeiro,0
2020-05-21,Estrangeiro,0
2020-05-22,Estrangeiro,0
2020-05-23,Estrangeiro,2
2020-05-24,Estrangeiro,0
2020-05-25,Estrangeiro,0
2020-05-26,Estrangeiro,1
2020-05-27,Estrangeiro,0
2020-05-28,Estrangeiro,1
2020-05-29,Estrangeiro,0
2020-05-30,Estrangeiro,1
2020-05-31,Estrangeiro,0
2020-06-01,Estrangeiro,2
2020-06-02,Estrangeiro,0
2020-06-03,Estrangeiro,1
2020-06-04,Estrangeiro,1
2020-06-05,Estrangeiro,0
2020-06-06,Estrangeiro,0
2020-06-07,Estrangeiro,1
2020-06-08,Estrangeiro,1
2020-06-09,Estrangeiro,1
2020-06-10,Estrangeiro,1
2020-06-11,Estrangeiro,0
2020-06-12,Estrangeiro,1
2020-06-13,Estrangeiro,0
2020-06-14,Estrangeiro,0
2020-06-15,Estrangeiro,0
2020-06-16,Estrangeiro,2
2020-06-17,Estrangeiro,1
2020-06-18,Estrangeiro,2
2020-06-19,Estrangeiro,1
2020-06-20,Estrangeiro,0
2020-06-21,Estrangeiro,0
2020-06-22,Estrangeiro,1
2020-06-23,Estrangeiro,0
2020-06-24,Estrangeiro,4
2020-06-25,Estrangeiro,0
2020-06-26,Estrangeiro,0
2020-06-27,Estrangeiro,0
2020-06-28,Estrangeiro,0
2020-06-29,Estrangeiro,0
2020-06-30,Estrangeiro,0
2020-07-01,Estrangeiro,2
2020-07-02,Estrangeiro,1
2020-07-03,Estrangeiro,0
2020-07-04,Estrangeiro,1
2020-07-05,Estrangeiro,1
2020-07-06,Estrangeiro,0
2020-07-07,Estrangeiro,1
2020-07-08,Estrangeiro,0
2020-07-09,Estrangeiro,0
2020-07-10,Estrangeiro,0
2020-07-11,Estrangeiro,1
2020-07-12,Estrangeiro,1
2020-07-13,Estrangeiro,0
2020-07-14,Estrangeiro,0
2020-07-15,Estrangeiro,1
2020-07-16,Estrangeiro,1
2020-07-17,Estrangeiro,0
2020-07-18,Estrangeiro,0
2020-07-19,Estrangeiro,1
2020-07-20,Estrangeiro,0
2020-07-21,Estrangeiro,2
2020-07-22,Estrangeiro,0
2020-07-23,Estrangeiro,1
2020-07-24,Estrangeiro,0
2020-07-25,Estrangeiro,0
2020-07-26,Estrangeiro,0
2020-07-27,Estrangeiro,0
2020-07-28,Estrangeiro,0
2020-07-29,Estrangeiro,0
2020-07-30,Estrangeiro,0
2020-07-31,Estrangeiro,2
2020-01-01,Faro,24
2020-01-02,Faro,20
2020-01-03,Faro,18
2020-01-04,Faro,17
2020-01-05,Faro,13
2020-01-06,Faro,22
2020-01-07,Faro,21
2020-01-08,Faro,25
2020-01-09,Faro,12
2020-01-10,Faro,18
2020-01-11,Faro,18
2020-01-12,Faro,16
2020-01-13,Faro,22
2020-01-14,Faro,23
2020-01-15,Faro,21
2020-01-16,Faro,11
2020-01-17,Faro,16
2020-01-18,Faro,19
2020-01-19,Faro,19
2020-01-20,Faro,16
2020-01-21,Faro,15
2020-01-22,Faro,12
2020-01-23,Faro,23
2020-01-24,Faro,20
2020-01-25,Faro,18
2020-01-26,Faro,13
2020-01-27,Faro,25
2020-01-28,Faro,15
2020-01-29,Faro,19
2020-01-30,Faro,22
2020-01-31,Faro,21
2020-02-01,Faro,20
2020-02-02,Faro,19
2020-02-03,Faro,17
2020-02-04,Faro,17
2020-02-05,Faro,16
2020-02-06,Faro,24
2020-02-07,Faro,16
2020-02-08,Faro,16
2020-02-09,Faro,8
2020-02-10,Faro,12
2020-02-11,Faro,11
2020-02-12,Faro,19
2020-02-13,Faro,14
2020-02-14,Faro,11
2020-02-15,Faro,14
2020-02-16,Faro,14
2020-02-17,Faro,16
2020-02-18,Faro,5
2020-02-19,Faro,17
2020-02-20,Faro,8
2020-02-21,Faro,14
2020-02-22,Faro,17
2020-02-23,Faro,16
2020-02-24,Faro,8
2020-02-25,Faro,21
2020-02-26,Faro,12
2020-02-27,Faro,18
2020-02-28,Faro,11
2020-02-29,Faro,9
2020-03-01,Faro,13
2020-03-02,Faro,19
2020-03-03,Faro,12
2020-03-04,Faro,11
2020-03-05,Faro,12
2020-03-06,Faro,11
2020-03-07,Faro,20
2020-03-08,Faro,7
2020-03-09,Faro,10
2020-03-10,Faro,15
2020-03-11,Faro,17
2020-03-12,Faro,14
2020-03-13,Faro,16
2020-03-14,Faro,20
2020-03-15,Faro,17
2020-03-16,Faro,9
2020-03-17,Faro,14
2020-03-18,Faro,16
2020-03-19,Faro,15
2020-03-20,Faro,23
2020-03-21,Faro,16
2020-03-22,Faro,11
2020-03-23,Faro,10
2020-03-24,Faro,14
2020-03-25,Faro,18
2020-03-26,Faro,25
2020-03-27,Faro,21
2020-03-28,Faro,15
2020-03-29,Faro,15
2020-03-30,Faro,21
2020-03-31,Faro,15
2020-04-01,Faro,15
2020-04-02,Faro,13
2020-04-03,Faro,13
2020-04-04,Faro,20
2020-04-05,Faro,15
2020-04-06,Faro,17
2020-04-07,Faro,13
2020-04-08,Faro,25
2020-04-09,Faro,12
2020-04-10,Faro,15
2020-04-11,Faro,18
2020-04-12,Faro,16
2020-04-13,Faro,17
2020-04-14,Faro,12
2020-04-15,Faro,16
2020-04-16,Faro,17
2020-04-17,Faro,19
2020-04-18,Faro,12
2020-04-19,Faro,14
2020-04-20,Faro,16
2020-04-21,Faro,16
2020-04-22,Faro,13
2020-04-23,Faro,20
2020-04-24,Faro,14
2020-04-25,Faro,22
2020-04-26,Faro,11
2020-04-27,Faro,13
2020-04-28,Faro,19
2020-04-29,Faro,7
2020-04-30,Faro,9
2020-05-01,Faro,13
2020-05-02,Faro,14
2020-05-03,Faro,10
2020-05-04,Faro,18
2020-05-05,Faro,18
2020-05-06,Faro,14
2020-05-07,Faro,15
2020-05-08,Faro,16
2020-05-09,Faro,9
2020-05-10,Faro,8
2020-05-11,Faro,11
2020-05-12,Faro,13
2020-05-13,Faro,11
2020-05-14,Faro,7
2020-05-15,Faro,12
2020-05-16,Faro,8
2020-05-17,Faro,14
2020-05-18,Faro,12
2020-05-19,Faro,11
2020-05-20,Faro,15
2020-05-21,Faro,19
2020-05-22,Faro,16
2020-05-23,Faro,21
2020-05-24,Faro,16
2020-05-25,Faro,19
2020-05-26,Faro,16
2020-05-27,Faro,23
2020-05-28,Faro,12
2020-05-29,Faro,12
2020-05-30,Faro,11
2020-05-31,Faro,9
2020-06-01,Faro,14
2020-06-02,Faro,12
2020-06-03,Faro,20
2020-06-04,Faro,18
2020-06-05,Faro,17
2020-06-06,Faro,17
2020-06-07,Faro,10
2020-06-08,Faro,8
2020-06-09,Faro,12
2020-06-10,Faro,10
2020-06-11,Faro,10
2020-06-12,Faro,9
2020-06-13,Faro,10
2020-06-14,Faro,8
2020-06-15,Faro,4
2020-06-16,Faro,8
2020-06-17,Faro,13
2020-06-18,Faro,13
2020-06-19,Faro,11
2020-06-20,Faro,16
2020-06-21,Faro,7
2020-06-22,Faro,16
2020-06-23,Faro,12
2020-06-24,Faro,9
2020-06-25,Faro,16
2020-06-26,Faro,12
2020-06-27,Faro,16
2020-06-28,Faro,17
2020-06-29,Faro,12
2020-06-30,Faro,16
2020-07-01,Faro,17
