data,grupo_etario,total
2020-07-08,65-74 anos,43
2020-07-09,65-74 anos,49
2020-07-10,65-74 anos,44
2020-07-11,65-74 anos,43
2020-07-12,65-74 anos,48
2020-07-13,65-74 anos,43
2020-07-14,65-74 anos,48
2020-07-15,65-74 anos,43
2020-07-16,65-74 anos,41
2020-07-17,65-74 anos,51
2020-07-18,65-74 anos,53
2020-07-19,65-74 anos,49
2020-07-20,65-74 anos,52
2020-07-21,65-74 anos,40
2020-07-22,65-74 anos,44
2020-07-23,65-74 anos,51
2020-07-24,65-74 anos,50
2020-07-25,65-74 anos,42
2020-07-26,65-74 anos,42
2020-07-27,65-74 anos,46
2020-07-28,65-74 anos,46
2020-07-29,65-74 anos,51
2020-07-30,65-74 anos,45
2020-07-31,65-74 anos,43
2020-08-01,65-74 anos,52
2020-08-02,65-74 anos,47
2020-08-03,65-74 anos,49
2020-08-04,65-74 anos,39
2020-08-05,65-74 anos,51
2020-08-06,65-74 anos,45
2020-08-07,65-74 anos,41
2020-08-08,65-74 anos,37
2020-08-09,65-74 anos,40
2020-08-10,65-74 anos,47
2020-08-11,65-74 anos,43
2020-08-12,65-74 anos,53
2020-08-13,65-74 anos,37
2020-08-14,65-74 anos,34
2020-08-15,65-74 anos,49
2020-08-16,65-74 anos,36
2020-08-17,65-74 anos,38
2020-08-18,65-74 anos,35
2020-08-19,65-74 anos,35
2020-08-20,65-74 anos,47
2020-08-21,65-74 anos,38
2020-08-22,65-74 anos,41
2020-08-23,65-74 anos,52
2020-08-24,65-74 anos,45
2020-08-25,65-74 anos,59
2020-08-26,65-74 anos,52
2020-08-27,65-74 anos,49
2020-08-28,65-74 anos,39
2020-08-29,65-74 anos,38
2020-08-30,65-74 anos,36
2020-08-31,65-74 anos,41
2020-09-01,65-74 anos,45
2020-09-02,65-74 anos,42
2020-09-03,65-74 anos,39
2020-09-04,65-74 anos,51
2020-09-05,65-74 anos,50
2020-09-06,65-74 anos,43
2020-09-07,65-74 anos,49
2020-09-08,65-74 anos,40
2020-09-09,65-74 anos,51
2020-09-10,65-74 anos,46
2020-09-11,65-74 anos,46
2020-09-12,65-74 anos,47
2020-09-13,65-74 anos,59
2020-09-14,65-74 anos,37
2020-09-15,65-74 anos,52
2020-09-16,65-74 anos,49
2020-09-17,65-74 anos,52
2020-09-18,65-74 anos,44
2020-09-19,65-74 anos,36
2020-09-20,65-74 anos,44
2020-09-21,65-74 anos,57
2020-09-22,65-74 anos,49
2020-09-23,65-74 anos,39
2020-09-24,65-74 anos,32
2020-09-25,65-74 anos,46
2020-09-26,65-74 anos,43
2020-09-27,65-74 anos,35
2020-09-28,65-74 anos,43
2020-09-29,65-74 anos,44
2020-09-30,65-74 anos,44
2020-10-01,65-74 anos,60
2020-10-02,65-74 anos,47
2020-10-03,65-74 anos,59
2020-10-04,65-74 anos,39
2020-10-05,65-74 anos,48
2020-10-06,65-74 anos,47
2020-10-07,65-74 anos,47
2020-10-08,65-74 anos,45
2020-10-09,65-74 anos,36
2020-10-10,65-74 anos,48
2020-10-11,65-74 anos,43
2020-10-12,65-74 anos,51
2020-10-13,65-74 anos,52
2020-10-14,65-74 anos,50
2020-10-15,65-74 anos,63
2020-10-16,65-74 anos,41
2020-10-17,65-74 anos,55
2020-10-18,65-74 anos,42
2020-10-19,65-74 anos,41
2020-10-20,65-74 anos,62
2020-10-21,65-74 anos,35
2020-10-22,65-74 anos,53
2020-10-23,65-74 anos,37
2020-10-24,65-74 anos,39
2020-10-25,65-74 anos,57
2020-10-26,65-74 anos,40
2020-10-27,65-74 anos,54
2020-10-28,65-74 anos,54
2020-10-29,65-74 anos,53
2020-10-30,65-74 anos,39
2020-01-01,75-84 anos,104
2020-01-02,75-84 anos,125
2020-01-03,75-84 anos,97
2020-01-04,75-84 anos,104
2020-01-05,75-84 anos,98
2020-01-06,75-84 anos,95
2020-01-07,75-84 anos,101
2020-01-08,75-84 anos,102
2020-01-09,75-84 anos,114
2020-01-10,75-84 anos,118
2020-01-11,75-84 anos,107
2020-01-12,75-84 anos,115
2020-01-13,75-84 anos,112
2020-01-14,75-84 anos,110
2020-01-15,75-84 anos,125
2020-01-16,75-84 anos,107
2020-01-17,75-84 anos,106
2020-01-18,75-84 anos,107
2020-01-19,75-84 anos,100
2020-01-20,75-84 anos,99
2020-01-21,75-84 anos,113
2020-01-22,75-84 anos,101
2020-01-23,75-84 anos,111
2020-01-24,75-84 anos,123
2020-01-25,75-84 anos,112
2020-01-26,75-84 anos,117
2020-01-27,75-84 anos,120
2020-01-28,75-84 anos,109
2020-01-29,75-84 anos,100
2020-01-30,75-84 anos,110
2020-01-31,75-84 anos,106
2020-02-01,75-84 anos,108
2020-02-02,75-84 anos,107
2020-02-03,75-84 anos,112
2020-02-04,75-84 anos,88
2020-02-05,75-84 anos,99
2020-02-06,75-84 anos,109
2020-02-07,75-84 anos,94
2020-02-08,75-84 anos,93
2020-02-09,75-84 anos,104
2020-02-10,75-84 anos,98
2020-02-11,75-84 anos,82
2020-02-12,75-84 anos,98
2020-02-13,75-84 anos,99
2020-02-14,75-84 anos,89
2020-02-15,75-84 anos,93
2020-02-16,75-84 anos,77
2020-02-17,75-84 anos,101
2020-02-18,75-84 anos,96
2020-02-19,75-84 anos,99
2020-02-20,75-84 anos,82
2020-02-21,75-84 anos,99
2020-02-22,75-84 anos,103
2020-02-23,75-84 anos,94
2020-02-24,75-84 anos,100
2020-02-25,75-84 anos,86
2020-02-26,75-84 anos,91
2020-02-27,75-84 anos,101
2020-02-28,75-84 anos,102
2020-02-29,75-84 anos,94
2020-03-01,75-84 anos,112
2020-03-02,75-84 anos,82
2020-03-03,75-84 anos,105
2020-03-04,75-84 anos,83
2020-03-05,75-84 anos,71
2020-03-06,75-84 anos,105
2020-03-07,75-84 anos,97
2020-03-08,75-84 anos,83
2020-03-09,75-84 anos,89
2020-03-10,75-84 anos,99
2020-03-11,75-84 anos,103
2020-03-12,75-84 anos,87
2020-03-13,75-84 anos,103
2020-03-14,75-84 anos,97
2020-03-15,75-84 anos,81
2020-03-16,75-84 anos,101
2020-03-17,75-84 anos,110
2020-03-18,75-84 anos,106
2020-03-19,75-84 anos,94
2020-03-20,75-84 anos,94
2020-03-21,75-84 anos,93
2020-03-22,75-84 anos,112
2020-03-23,75-84 anos,89
2020-03-24,75-84 anos,102
2020-03-25,75-84 anos,116
2020-03-26,75-84 anos,100
2020-03-27,75-84 anos,116
2020-03-28,75-84 anos,113
2020-03-29,75-84 anos,99
2020-03-30,75-84 anos,99
2020-03-31,75-84 anos,131
2020-04-01,75-84 anos,101
2020-04-02,75-84 anos,112
2020-04-03,75-84 anos,118
2020-04-04,75-84 anos,96
2020-04-05,75-84 anos,94
2020-04-06,75-84 anos,103
2020-04-07,75-84 anos,110
2020-04-08,75-84 anos,122
2020-04-09,75-84 anos,106
2020-04-10,75-84 anos,92
2020-04-11,75-84 anos,110
2020-04-12,75-84 anos,114
2020-04-13,75-84 anos,112
2020-04-14,75-84 anos,120
2020-04-15,75-84 anos,89
2020-04-16,75-84 anos,107
2020-04-17,75-84 anos,108
2020-04-18,75-84 anos,98
2020-04-19,75-84 anos,86
2020-04-20,75-84 anos,110
2020-04-21,75-84 anos,72
2020-04-22,75-84 anos,95
2020-04-23,75-84 anos,82
2020-04-24,75-84 anos,91
2020-04-25,75-84 anos,87
2020-04-26,75-84 anos,98
2020-04-27,75-84 anos,97
2020-04-28,75-84 anos,100
2020-04-29,75-84 anos,64
2020-04-30,75-84 anos,89
2020-05-01,75-84 anos,93
2020-05-02,75-84 anos,88
2020-05-03,75-84 anos,101
2020-05-04,75-84 anos,83
2020-05-05,75-84 anos,92
2020-05-06,75-84 anos,83
2020-05-07,75-84 anos,103
2020-05-08,75-84 anos,86
2020-05-09,75-84 anos,83
2020-05-10,75-84 anos,81
2020-05-11,75-84 anos,83
2020-05-12,75-84 anos,111
2020-05-13,75-84 anos,93
2020-05-14,75-84 anos,85
2020-05-15,75-84 anos,84
2020-05-16,75-84 anos,82
2020-05-17,75-84 anos,99
2020-05-18,75-84 anos,84
2020-05-19,75-84 anos,77
2020-05-20,75-84 anos,87
2020-05-21,75-84 anos,79
2020-05-22,75-84 anos,77
2020-05-23,75-84 anos,82
2020-05-24,75-84 anos,90
2020-05-25,75-84 anos,92
2020-05-26,75-84 anos,84
2020-05-27,75-84 anos,101
2020-05-28,75-84 anos,83
2020-05-29,75-84 anos,95
2020-05-30,75-84 anos,85
2020-05-31,75-84 anos,97
2020-06-01,75-84 anos,85
2020-06-02,75-84 anos,85
2020-06-03,75-84 anos,68
2020-06-04,75-84 anos,94
2020-06-05,75-84 anos,90
2020-06-06,75-84 anos,77
2020-06-07,75-84 anos,76
2020-06-08,75-84 anos,86
2020-06-09,75-84 anos,63
2020-06-10,75-84 anos,78
2020-06-11,75-84 anos,79
2020-06-12,75-84 anos,91
2020-06-13,75-84 anos,70
2020-06-14,75-84 anos,67
2020-06-15,75-84 anos,69
2020-06-16,75-84 anos,75
2020-06-17,75-84 anos,99
2020-06-18,75-84 anos,83
2020-06-19,75-84 anos,65
2020-06-20,75-84 anos,75
2020-06-21,75-84 anos,76
2020-06-22,75-84 anos,87
2020-06-23,75-84 anos,88
2020-06-24,75-84 anos,84
2020-06-25,75-84 anos,73
2020-06-26,75-84 anos,91
2020-06-27,75-84 anos,87
2020-06-28,75-84 anos,80
2020-06-29,75-84 anos,101
2020-06-30,75-84 anos,85
2020-07-01,75-84 anos,68
2020-07-02,75-84 anos,89
2020-07-03,75-84 anos,82
2020-07-04,75-84 anos,86
2020-07-05,75-84 anos,98
2020-07-06,75-84 anos,83
2020-07-07,75-84 anos,91
2020-07-08,75-84 anos,87
2020-07-09,75-84 anos,90
2020-07-10,75-84 anos,96
2020-07-11,75-84 anos,83
2020-07-12,75-84 anos,109
2020-07-13,75-84 anos,99
2020-07-14,75-84 anos,117
2020-07-15,75-84 anos,87
2020-07-16,75-84 anos,117
2020-07-17,75-84 anos,108
2020-07-18,75-84 anos,111
2020-07-19,75-84 anos,130
2020-07-20,75-84 anos,122
2020-07-21,75-84 anos,96
2020-07-22,75-84 anos,101
2020-07-23,75-84 anos,109
2020-07-24,75-84 anos,103
2020-07-25,75-84 anos,100
2020-07-26,75-84 anos,83
2020-07-27,75-84 anos,97
2020-07-28,75-84 anos,99
2020-07-29,75-84 anos,89
2020-07-30,75-84 anos,100
2020-07-31,75-84 anos,89
2020-08-01,75-84 anos,83
2020-08-02,75-84 anos,72
2020-08-03,75-84 anos,87
2020-08-04,75-84 anos,66
2020-08-05,75-84 anos,83
2020-08-06,75-84 anos,102
2020-08-07,75-84 anos,75
2020-08-08,75-84 anos,101
2020-08-09,75-84 anos,76
2020-08-10,75-84 anos,97
2020-08-11,75-84 anos,87
2020-08-12,75-84 anos,76
2020-08-13,75-84 anos,73
2020-08-14,75-84 anos,79
2020-08-15,75-84 anos,83
2020-08-16,75-84 anos,72
2020-08-17,75-84 anos,70
2020-08-18,75-84 anos,74
2020-08-19,75-84 anos,77
2020-08-20,75-84 anos,94
2020-08-21,75-84 anos,86
2020-08-22,75-84 anos,70
2020-08-23,75-84 anos,78
2020-08-24,75-84 anos,74
2020-08-25,75-84 anos,81
2020-08-26,75-84 anos,84
2020-08-27,75-84 anos,83
2020-08-28,75-84 anos,96
2020-08-29,75-84 anos,76
2020-08-30,75-84 anos,71
2020-08-31,75-84 anos,90
2020-09-01,75-84 anos,88
2020-09-02,75-84 anos,103
2020-09-03,75-84 anos,98
2020-09-04,75-84 anos,95
2020-09-05,75-84 anos,91
2020-09-06,75-84 anos,75
2020-09-07,75-84 anos,85
2020-09-08,75-84 anos,85
2020-09-09,75-84 anos,90
2020-09-10,75-84 anos,96
2020-09-11,75-84 anos,101
2020-09-12,75-84 anos,89
2020-09-13,75-84 anos,96
2020-09-14,75-84 anos,89
2020-09-15,75-84 anos,94
2020-09-16,75-84 anos,99
2020-09-17,75-84 anos,98
2020-09-18,75-84 anos,79
2020-09-19,75-84 anos,71
2020-09-20,75-84 anos,79
2020-09-21,75-84 anos,57
2020-09-22,75-84 anos,70
2020-09-23,75-84 anos,82
2020-09-24,75-84 anos,90
2020-09-25,75-84 anos,74
2020-09-26,75-84 anos,67
2020-09-27,75-84 anos,79
2020-09-28,75-84 anos,105
2020-09-29,75-84 anos,73
2020-09-30,75-84 anos,104
2020-10-01,75-84 anos,101
2020-10-02,75-84 anos,97
2020-10-03,75-84 anos,67
2020-10-04,75-84 anos,87
2020-10-05,75-84 anos,84
2020-10-06,75-84 anos,91
2020-10-07,75-84 anos,92
2020-10-08,75-84 anos,101
2020-10-09,75-84 anos,79
2020-10-10,75-84 anos,63
2020-10-11,75-84 anos,97
2020-10-12,75-84 anos,87
2020-10-13,75-84 anos,76
2020-10-14,75-84 anos,80
2020-10-15,75-84 anos,88
2020-10-16,75-84 anos,86
2020-10-17,75-84 anos,98
2020-10-18,75-84 anos,98
2020-10-19,75-84 anos,102
2020-10-20,75-84 anos,100
2020-10-21,75-84 anos,89
2020-10-22,75-84 anos,92
2020-10-23,75-84 anos,73
2020-10-24,75-84 anos,86
2020-10-25,75-84 anos,117
2020-10-26,75-84 anos,90
2020-10-27,75-84 anos,93
2020-10-28,75-84 anos,98
2020-10-29,75-84 anos,89
2020-10-30,75-84 anos,103
2020-01-01,≥ 85 anos,182
2020-01-02,≥ 85 anos,143
2020-01-03,≥ 85 anos,182
2020-01-04,≥ 85 anos,153
2020-01-05,≥ 85 anos,138
2020-01-06,≥ 85 anos,162
2020-01-07,≥ 85 anos,168
2020-01-08,≥ 85 anos,180
2020-01-09,≥ 85 anos,164
2020-01-10,≥ 85 anos,163
2020-01-11,≥ 85 anos,158
2020-01-12,≥ 85 anos,186
2020-01-13,≥ 85 anos,178
2020-01-14,≥ 85 anos,173
2020-01-15,≥ 85 anos,196
2020-01-16,≥ 85 anos,197
2020-01-17,≥ 85 anos,185
2020-01-18,≥ 85 anos,164
2020-01-19,≥ 85 anos,177
2020-01-20,≥ 85 anos,178
2020-01-21,≥ 85 anos,157
2020-01-22,≥ 85 anos,167
2020-01-23,≥ 85 anos,189
2020-01-24,≥ 85 anos,155
2020-01-25,≥ 85 anos,176
2020-01-26,≥ 85 anos,157
2020-01-27,≥ 85 anos,177
2020-01-28,≥ 85 anos,154
2020-01-29,≥ 85 anos,148
2020-01-30,≥ 85 anos,169
2020-01-31,≥ 85 anos,175
2020-02-01,≥ 85 anos,175
2020-02-02,≥ 85 anos,167
2020-02-03,≥ 85 anos,178
2020-02-04,≥ 85 anos,192
2020-02-05,≥ 85 anos,164
2020-02-06,≥ 85 anos,146
2020-02-07,≥ 85 anos,168
2020-02-08,≥ 85 anos,140
2020-02-09,≥ 85 anos,153
2020-02-10,≥ 85 anos,142
2020-02-11,≥ 85 anos,158
2020-02-12,≥ 85 anos,136
2020-02-13,≥ 85 anos,146
2020-02-14,≥ 85 anos,138
2020-02-15,≥ 85 anos,141
2020-02-16,≥ 85 anos,153
2020-02-17,≥ 85 anos,156
2020-02-18,≥ 85 anos,125
2020-02-19,≥ 85 anos,140
2020-02-20,≥ 85 anos,148
2020-02-21,≥ 85 anos,141
2020-02-22,≥ 85 anos,155
2020-02-23,≥ 85 anos,147
2020-02-24,≥ 85 anos,133
2020-02-25,≥ 85 anos,145
2020-02-26,≥ 85 anos,129
2020-02-27,≥ 85 anos,149
2020-02-28,≥ 85 anos,131
2020-02-29,≥ 85 anos,143
2020-03-01,≥ 85 anos,140
2020-03-02,≥ 85 anos,141
2020-03-03,≥ 85 anos,137
2020-03-04,≥ 85 anos,128
2020-03-05,≥ 85 anos,141
2020-03-06,≥ 85 anos,127
2020-03-07,≥ 85 anos,125
2020-03-08,≥ 85 anos,144
2020-03-09,≥ 85 anos,149
2020-03-10,≥ 85 anos,142
2020-03-11,≥ 85 anos,139
2020-03-12,≥ 85 anos,164
2020-03-13,≥ 85 anos,143
2020-03-14,≥ 85 anos,135
2020-03-15,≥ 85 anos,143
2020-03-16,≥ 85 anos,157
2020-03-17,≥ 85 anos,139
2020-03-18,≥ 85 anos,142
2020-03-19,≥ 85 anos,172
2020-03-20,≥ 85 anos,172
2020-03-21,≥ 85 anos,159
2020-03-22,≥ 85 anos,137
2020-03-23,≥ 85 anos,143
2020-03-24,≥ 85 anos,170
2020-03-25,≥ 85 anos,148
2020-03-26,≥ 85 anos,188
2020-03-27,≥ 85 anos,149
2020-03-28,≥ 85 anos,163
2020-03-29,≥ 85 anos,173
2020-03-30,≥ 85 anos,167
2020-03-31,≥ 85 anos,154
2020-04-01,≥ 85 anos,173
2020-04-02,≥ 85 anos,168
2020-04-03,≥ 85 anos,176
2020-04-04,≥ 85 anos,199
2020-04-05,≥ 85 anos,152
2020-04-06,≥ 85 anos,177
2020-04-07,≥ 85 anos,157
2020-04-08,≥ 85 anos,166
2020-04-09,≥ 85 anos,160
2020-04-10,≥ 85 anos,158
2020-04-11,≥ 85 anos,159
2020-04-12,≥ 85 anos,169
2020-04-13,≥ 85 anos,157
2020-04-14,≥ 85 anos,139
2020-04-15,≥ 85 anos,156
2020-04-16,≥ 85 anos,143
2020-04-17,≥ 85 anos,157
2020-04-18,≥ 85 anos,141
2020-04-19,≥ 85 anos,145
2020-04-20,≥ 85 anos,162
2020-04-21,≥ 85 anos,149
2020-04-22,≥ 85 anos,150
2020-04-23,≥ 85 anos,149
2020-04-24,≥ 85 anos,155
2020-04-25,≥ 85 anos,153
2020-04-26,≥ 85 anos,129
2020-04-27,≥ 85 anos,124
2020-04-28,≥ 85 anos,138
2020-04-29,≥ 85 anos,138
2020-04-30,≥ 85 anos,125
2020-05-01,≥ 85 anos,156
2020-05-02,≥ 85 anos,134
2020-05-03,≥ 85 anos,135
2020-05-04,≥ 85 anos,132
2020-05-05,≥ 85 anos,148
2020-05-06,≥ 85 anos,137
2020-05-07,≥ 85 anos,140
2020-05-08,≥ 85 anos,144
2020-05-09,≥ 85 anos,142
2020-05-10,≥ 85 anos,103
2020-05-11,≥ 85 anos,127
2020-05-12,≥ 85 anos,130
2020-05-13,≥ 85 anos,102
2020-05-14,≥ 85 anos,131
2020-05-15,≥ 85 anos,120
2020-05-16,≥ 85 anos,130
2020-05-17,≥ 85 anos,126
2020-05-18,≥ 85 anos,108
2020-05-19,≥ 85 anos,130
2020-05-20,≥ 85 anos,127
2020-05-21,≥ 85 anos,138
2020-05-22,≥ 85 anos,114
2020-05-23,≥ 85 anos,131
2020-05-24,≥ 85 anos,143
2020-05-25,≥ 85 anos,137
2020-05-26,≥ 85 anos,131
2020-05-27,≥ 85 anos,139
2020-05-28,≥ 85 anos,131
2020-05-29,≥ 85 anos,164
2020-05-30,≥ 85 anos,156
2020-05-31,≥ 85 anos,130
2020-06-01,≥ 85 anos,125
2020-06-02,≥ 85 anos,119
2020-06-03,≥ 85 anos,125
2020-06-04,≥ 85 anos,124
2020-06-05,≥ 85 anos,122
2020-06-06,≥ 85 anos,101
2020-06-07,≥ 85 anos,119
2020-06-08,≥ 85 anos,122
2020-06-09,≥ 85 anos,96
2020-06-10,≥ 85 anos,105
2020-06-11,≥ 85 anos,109
2020-06-12,≥ 85 anos,119
2020-06-13,≥ 85 anos,112
2020-06-14,≥ 85 anos,107
2020-06-15,≥ 85 anos,113
2020-06-16,≥ 85 anos,113
2020-06-17,≥ 85 anos,122
2020-06-18,≥ 85 anos,106
2020-06-19,≥ 85 anos,114
2020-06-20,≥ 85 anos,119
2020-06-21,≥ 85 anos,105
2020-06-22,≥ 85 anos,124
2020-06-23,≥ 85 anos,128
2020-06-24,≥ 85 anos,128
2020-06-25,≥ 85 anos,117
2020-06-26,≥ 85 anos,127
2020-06-27,≥ 85 anos,118
2020-06-28,≥ 85 anos,114
2020-06-29,≥ 85 anos,119
2020-06-30,≥ 85 anos,97
2020-07-01,≥ 85 anos,118
2020-07-02,≥ 85 anos,129
2020-07-03,≥ 85 anos,117
2020-07-04,≥ 85 anos,102
2020-07-05,≥ 85 anos,118
2020-07-06,≥ 85 anos,139
2020-07-07,≥ 85 anos,144
2020-07-08,≥ 85 anos,159
2020-07-09,≥ 85 anos,152
2020-07-10,≥ 85 anos,142
2020-07-11,≥ 85 anos,128
2020-07-12,≥ 85 anos,120
2020-07-13,≥ 85 anos,143
2020-07-14,≥ 85 anos,180
2020-07-15,≥ 85 anos,144
2020-07-16,≥ 85 anos,188
2020-07-17,≥ 85 anos,157
2020-07-18,≥ 85 anos,202
2020-07-19,≥ 85 anos,181
2020-07-20,≥ 85 anos,154
2020-07-21,≥ 85 anos,182
2020-07-22,≥ 85 anos,175
2020-07-23,≥ 85 anos,149
2020-07-24,≥ 85 anos,147
2020-07-25,≥ 85 anos,136
2020-07-26,≥ 85 anos,140
2020-07-27,≥ 85 anos,132
2020-07-28,≥ 85 anos,133
2020-07-29,≥ 85 anos,131
2020-07-30,≥ 85 anos,149
2020-07-31,≥ 85 anos,151
2020-08-01,≥ 85 anos,126
2020-08-02,≥ 85 anos,109
2020-08-03,≥ 85 anos,127
2020-08-04,≥ 85 anos,145
2020-08-05,≥ 85 anos,124
2020-08-06,≥ 85 anos,132
2020-08-07,≥ 85 anos,136
2020-08-08,≥ 85 anos,123
2020-08-09,≥ 85 anos,115
2020-08-10,≥ 85 anos,113
2020-08-11,≥ 85 anos,117
2020-08-12,≥ 85 anos,115
2020-08-13,≥ 85 anos,108
2020-08-14,≥ 85 anos,109
2020-08-15,≥ 85 anos,115
2020-08-16,≥ 85 anos,105
2020-08-17,≥ 85 anos,117
2020-08-18,≥ 85 anos,139
2020-08-19,≥ 85 anos,126
2020-08-20,≥ 85 anos,118
2020-08-21,≥ 85 anos,114
2020-08-22,≥ 85 anos,129
2020-08-23,≥ 85 anos,120
2020-08-24,≥ 85 anos,128
2020-08-25,≥ 85 anos,121
2020-08-26,≥ 85 anos,129
2020-08-27,≥ 85 anos,124
2020-08-28,≥ 85 anos,131
2020-08-29,≥ 85 anos,119
2020-08-30,≥ 85 anos,124
2020-08-31,≥ 85 anos,86
2020-09-01,≥ 85 anos,119
2020-09-02,≥ 85 anos,99
2020-09-03,≥ 85 anos,111
2020-09-04,≥ 85 anos,136
2020-09-05,≥ 85 anos,135
2020-09-06,≥ 85 anos,141
2020-09-07,≥ 85 anos,131
2020-09-08,≥ 85 anos,130
2020-09-09,≥ 85 anos,130
2020-09-10,≥ 85 anos,133
2020-09-11,≥ 85 anos,125
2020-09-12,≥ 85 anos,136
2020-09-13,≥ 85 anos,127
2020-09-14,≥ 85 anos,144
2020-09-15,≥ 85 anos,128
2020-09-16,≥ 85 anos,151
2020-09-17,≥ 85 anos,113
2020-09-18,≥ 85 anos,127
2020-09-19,≥ 85 anos,125
2020-09-20,≥ 85 anos,113
2020-09-21,≥ 85 anos,113
2020-09-22,≥ 85 anos,92
2020-09-23,≥ 85 anos,107
2020-09-24,≥ 85 anos,115
2020-09-25,≥ 85 anos,101
2020-09-26,≥ 85 anos,127
2020-09-27,≥ 85 anos,114
2020-09-28,≥ 85 anos,124
2020-09-29,≥ 85 anos,134
2020-09-30,≥ 85 anos,130
2020-10-01,≥ 85 anos,96
2020-10-02,≥ 85 anos,131
2020-10-03,≥ 85 anos,141
2020-10-04,≥ 85 anos,117
2020-10-05,≥ 85 anos,138
2020-10-06,≥ 85 anos,137
2020-10-07,≥ 85 anos,123
2020-10-08,≥ 85 anos,132
2020-10-09,≥ 85 anos,99
2020-10-10,≥ 85 anos,137
2020-10-11,≥ 85 anos,113
2020-10-12,≥ 85 anos,134
2020-10-13,≥ 85 anos,140
2020-10-14,≥ 85 anos,126
2020-10-15,≥ 85 anos,127
2020-10-16,≥ 85 anos,126
2020-10-17,≥ 85 anos,131
2020-10-18,≥ 85 anos,126
2020-10-19,≥ 85 anos,136
2020-10-20,≥ 85 anos,125
2020-10-21,≥ 85 anos,120
2020-10-22,≥ 85 anos,142
2020-10-23,≥ 85 anos,136
2020-10-24,≥ 85 anos,133
2020-10-25,≥ 85 anos,146
2020-10-26,≥ 85 anos,135
2020-10-27,≥ 85 anos,124
2020-10-28,≥ 85 anos,147
2020-10-29,≥ 85 anos,139
2020-10-30,≥ 85 anos,151
2020-01-01,Desconhecido,1
2020-01-02,Desconhecido,1
2020-01-03,Desconhecido,0
2020-01-04,Desconhecido,0
2020-01-05,Desconhecido,0
2020-01-06,Desconhecido,0
2020-01-07,Desconhecido,0
2020-01-08,Desconhecido,0
2020-01-09,Desconhecido,0
2020-01-10,Desconhecido,1
2020-01-11,Desconhecido,0
2020-01-12,Desconhecido,1
2020-01-13,Desconhecido,0
2020-01-14,Desconhecido,1
2020-01-15,Desconhecido,0
2020-01-16,Desconhecido,0
2020-01-17,Desconhecido,0
2020-01-18,Desconhecido,1
2020-01-19,Desconhecido,0
2020-01-20,Desconhecido,0
2020-01-21,Desconhecido,0
2020-01-22,Desconhecido,1
2020-01-23,Desconhecido,0
2020-01-24,Desconhecido,0
2020-01-25,Desconhecido,0
2020-01-26,Desconhecido,1
2020-01-27,Desconhecido,1
2020-01-28,Desconhecido,0
2020-01-29,Desconhecido,1
2020-01-30,Desconhecido,1
2020-01-31,Desconhecido,0
2020-02-01,Desconhecido,0
2020-02-02,Desconhecido,2
2020-02-03,Desconhecido,0
2020-02-04,Desconhecido,0
2020-02-05,Desconhecido,0
2020-02-06,Desconhecido,0
2020-02-07,Desconhecido,1
2020-02-08,Desconhecido,0
2020-02-09,Desconhecido,1
2020-02-10,Desconhecido,0
2020-02-11,Desconhecido,0
2020-02-12,Desconhecido,0
2020-02-13,Desconhecido,0
2020-02-14,Desconhecido,1
2020-02-15,Desconhecido,0
2020-02-16,Desconhecido,0
2020-02-17,Desconhecido,0
2020-02-18,Desconhecido,0
2020-02-19,Desconhecido,1
2020-02-20,Desconhecido,0
2020-02-21,Desconhecido,0
2020-02-22,Desconhecido,0
2020-02-23,Desconhecido,1
2020-02-24,Desconhecido,2
2020-02-25,Desconhecido,1
2020-02-26,Desconhecido,1
2020-02-27,Desconhecido,0
2020-02-28,Desconhecido,0
2020-02-29,Desconhecido,0
2020-03-01,Desconhecido,0
2020-03-02,Desconhecido,0
2020-03-03,Desconhecido,0
2020-03-04,Desconhecido,0
2020-03-05,Desconhecido,0
2020-03-06,Desconhecido,0
2020-03-07,Desconhecido,0
2020-03-08,Desconhecido,1
2020-03-09,Desconhecido,0
2020-03-10,Desconhecido,0
2020-03-11,Desconhecido,0
2020-03-12,Desconhecido,0
2020-03-13,Desconhecido,0
2020-03-14,Desconhecido,0
2020-03-15,Desconhecido,0
2020-03-16,Desconhecido,0
2020-03-17,Desconhecido,0
2020-03-18,Desconhecido,0
2020-03-19,Desconhecido,1
2020-03-20,Desconhecido,0
2020-03-21,Desconhecido,0
2020-03-22,Desconhecido,2
2020-03-23,Desconhecido,1
2020-03-24,Desconhecido,1
2020-03-25,Desconhecido,0
2020-03-26,Desconhecido,2
2020-03-27,Desconhecido,0
2020-03-28,Desconhecido,0
2020-03-29,Desconhecido,0
2020-03-30,Desconhecido,0
2020-03-31,Desconhecido,0
2020-04-01,Desconhecido,0
2020-04-02,Desconhecido,0
2020-04-03,Desconhecido,0
2020-04-04,Desconhecido,0
2020-04-05,Desconhecido,2
2020-04-06,Desconhecido,0
2020-04-07,Desconhecido,0
2020-04-08,Desconhecido,1
2020-04-09,Desconhecido,0
2020-04-10,Desconhecido,1
2020-04-11,Desconhecido,0
2020-04-12,Desconhecido,0
2020-04-13,Desconhecido,0
2020-04-14,Desconhecido,0
2020-04-15,Desconhecido,0
2020-04-16,Desconhecido,2
2020-04-17,Desconhecido,0
2020-04-18,Desconhecido,1
2020-04-19,Desconhecido,0
2020-04-20,Desconhecido,0
2020-04-21,Desconhecido,0
2020-04-22,Desconhecido,0
